,Cluster_0,Cluster_1
18510,WMC627948_GSM3496467_AB5019_Tu,
18511,WMC290017_GSM3496422_AB4130_Tu,
18512,W843552_GSM3496360_AB2915_Tumo,
18513,WMC0038868_GSM3496380_AB3096_T,
18514,WMC0035084_GSM3496371_AB3087_T,
18515,W842977_GSM3496359_AB2914_Tumo,
18516,WMC0036817_GSM3496375_AB3091_T,
18517,WMC623453_GSM3496456_AB5008_Tu,
18518,WMC697011_GSM3496477_AB5199_Tu,
18519,WMC135217_GSM3496392_AB3718_Tu,
18520,W684345_GSM3496307_AB2493_Tumo,
18521,WMC0031980_GSM3496368_AB3078_T,
18522,WMC624606_GSM3496459_AB5011_Tu,
18523,WMC290990_GSM3496425_AB4133_Tu,
18524,WMC0038452_GSM3496379_AB3095_T,
18525,W872401_GSM3496367_AB2990_Tumo,
18526,WMC378527_GSM3496449_AB4361_PB,
18527,W688675_GSM3496318_AB2504_Tumo,
18528,WMC219289_GSM3496398_AB3938_Tu,
18529,W690523_GSM3496323_AB2509_Tumo,
18530,W845159_GSM3496364_AB2919_Tumo,
18531,WMC0108759_GSM3496385_AB3278_T,
18532,W839997_GSM3496351_AB2906_Tumo,
18533,W694243_GSM3496332_AB2518_Tumo,
18534,W684366_GSM3496307_AB2493_Tumo,
18535,W851435_GSM3496365_AB2936_Tumo,
18536,W871870_GSM3496366_AB2989_Tumo,
18537,W690270_GSM3496322_AB2508_Tumo,
18538,W693385_GSM3496330_AB2516_Tumo,
18539,W692148_GSM3496327_AB2513_Tumo,
18540,W543784_GSM3496295_AB2099_Tumo,
18541,W688770_GSM3496318_AB2504_Tumo,
18542,W545428_GSM3496299_AB2103_Tumo,
18543,WMC624883_GSM3496459_AB5011_Tu,
18544,WMC380300_GSM3496453_AB4365_PB,
18545,WMC289186_GSM3496420_AB4128_Tu,
18546,WMC0038258_GSM3496379_AB3095_T,
18547,W692972_GSM3496329_AB2515_Tumo,
18548,WMC0037118_GSM3496376_AB3092_T,
18549,W689633_GSM3496320_AB2506_Tumo,
18550,W844220_GSM3496362_AB2917_Tumo,
18551,WMC0035119_GSM3496371_AB3087_T,
18552,WMC0037808_GSM3496378_AB3094_T,
18553,WMC624169_GSM3496458_AB5010_Tu,
18554,W687256_GSM3496314_AB2500_Tumo,
18555,W691691_GSM3496326_AB2512_Tumo,
18556,WMC785392_GSM3496483_AB5429_PB,
18557,WMC0032303_GSM3496369_AB3079_T,
18558,WMC0038020_GSM3496378_AB3094_T,
18559,W843941_GSM3496361_AB2916_Tumo,
18560,W837451_GSM3496344_AB2899_Tumo,
18561,W462308_GSM3496285_AB1889_Tumo,
18562,W705872_GSM3496339_AB2549_Tumo,
18563,W840398_GSM3496352_AB2907_Tumo,
18564,WMC219088_GSM3496398_AB3938_Tu,
18565,W872296_GSM3496367_AB2990_Tumo,
18566,WMC289355_GSM3496421_AB4129_Tu,
18567,W838787_GSM3496348_AB2903_Tumo,
18568,WMC288534_GSM3496418_AB4126_Tu,
18569,WMC286731_GSM3496414_AB4122_Tu,
18570,WMC294669_GSM3496434_AB4142_Tu,
18571,W543012_GSM3496293_AB2097_Tumo,
18572,WMC251901_GSM3496411_AB4031_Tu,
18573,W543406_GSM3496294_AB2098_Tumo,
18574,WMC624596_GSM3496459_AB5011_Tu,
18575,WMC329504_GSM3496440_AB4233_Tu,
18576,WMC220897_GSM3496402_AB3942_Tu,
18577,W685411_GSM3496309_AB2495_Tumo,
18578,W688786_GSM3496318_AB2504_Tumo,
18579,W693274_GSM3496330_AB2516_Tumo,
18580,WMC0038685_GSM3496380_AB3096_T,
18581,W687045_GSM3496314_AB2500_Tumo,
18582,W703331_GSM3496337_AB2542_Tumo,
18583,W684469_GSM3496307_AB2493_Tumo,
18584,WMC137966_GSM3496394_AB3725_Tu,
18585,W705964_GSM3496339_AB2549_Tumo,
18586,WMC328000_GSM3496436_AB4229_Tu,
18587,W705986_GSM3496339_AB2549_Tumo,
18588,W838569_GSM3496347_AB2902_Tumo,
18589,W691419_GSM3496325_AB2511_Tumo,
18590,WMC219142_GSM3496398_AB3938_Tu,
18591,WMC292356_GSM3496428_AB4136_Tu,
18592,W687024_GSM3496314_AB2500_Tumo,
18593,WMC0035015_GSM3496370_AB3086_T,
18594,WMC251993_GSM3496411_AB4031_Tu,
18595,WMC379930_GSM3496452_AB4364_PB,
18596,WMC291544_GSM3496426_AB4134_Tu,
18597,W691936_GSM3496326_AB2512_Tumo,
18598,W543620_GSM3496294_AB2098_Tumo,
18599,WMC0108593_GSM3496385_AB3278_T,
18600,W462164_GSM3496285_AB1889_Tumo,
18601,W839909_GSM3496351_AB2906_Tumo,
18602,WMC625822_GSM3496462_AB5014_Tu,
18603,WMC0109162_GSM3496386_AB3279_T,
18604,WMC624305_GSM3496458_AB5010_Tu,
18605,WMC0034897_GSM3496370_AB3086_T,
18606,WMC0038678_GSM3496380_AB3096_T,
18607,W693141_GSM3496330_AB2516_Tumo,
18608,W690490_GSM3496323_AB2509_Tumo,
18609,WMC291949_GSM3496427_AB4135_Tu,
18610,W684006_GSM3496306_AB2492_Tumo,
18611,WMC810339_GSM3496488_AB5494_PB,
18612,W684632_GSM3496307_AB2493_Tumo,
18613,W703182_GSM3496337_AB2542_Tumo,
18614,WMC627619_GSM3496467_AB5019_Tu,
18615,W688657_GSM3496318_AB2504_Tumo,
18616,WMC138350_GSM3496395_AB3726_Tu,
18617,WMC330971_GSM3496444_AB4237_Tu,
18618,W702938_GSM3496336_AB2541_Tumo,
18619,WMC293456_GSM3496431_AB4139_Tu,
18620,WMC0031897_GSM3496368_AB3078_T,
18621,W715650_GSM3496342_AB2574_Tumo,
18622,WMC0036754_GSM3496375_AB3091_T,
18623,WMC220349_GSM3496401_AB3941_Tu,
18624,WMC220255_GSM3496401_AB3941_Tu,
18625,WMC289936_GSM3496422_AB4130_Tu,
18626,WMC380816_GSM3496455_AB4367_PB,
18627,WMC251637_GSM3496410_AB4030_Tu,
18628,W692774_GSM3496329_AB2515_Tumo,
18629,WMC695885_GSM3496474_AB5196_Tu,
18630,WMC0034989_GSM3496370_AB3086_T,
18631,W844258_GSM3496362_AB2917_Tumo,
18632,WMC627002_GSM3496465_AB5017_Tu,
18633,WMC0038090_GSM3496378_AB3094_T,
18634,W839992_GSM3496351_AB2906_Tumo,
18635,W684687_GSM3496307_AB2493_Tumo,
18636,WMC0037527_GSM3496377_AB3093_T,
18637,WMC292375_GSM3496428_AB4136_Tu,
18638,W707455_GSM3496340_AB2553_Tumo,
18639,W694537_GSM3496333_AB2519_Tumo,
18640,W695130_GSM3496335_AB2521_Tumo,
18641,W705814_GSM3496339_AB2549_Tumo,
18642,WMC695239_GSM3496473_AB5195_Tu,
18643,W842640_GSM3496358_AB2913_Tumo,
18644,WMC137913_GSM3496394_AB3725_Tu,
18645,WMC694488_GSM3496471_AB5193_Tu,
18646,WMC0035888_GSM3496373_AB3089_T,
18647,W837641_GSM3496345_AB2900_Tumo,
18648,WMC287471_GSM3496416_AB4124_Tu,
18649,W687550_GSM3496315_AB2501_Tumo,
18650,WMC0110913_GSM3496391_AB3284_T,
18651,WMC286580_GSM3496413_AB4121_Tu,
18652,W693500_GSM3496330_AB2516_Tumo,
18653,W694531_GSM3496333_AB2519_Tumo,
18654,W690328_GSM3496322_AB2508_Tumo,
18655,W686086_GSM3496311_AB2497_Tumo,
18656,W690158_GSM3496322_AB2508_Tumo,
18657,W694508_GSM3496333_AB2519_Tumo,
18658,WMC291719_GSM3496427_AB4135_Tu,
18659,W872169_GSM3496367_AB2990_Tumo,
18660,WMC287012_GSM3496415_AB4123_Tu,
18661,WMC626773_GSM3496464_AB5016_Tu,
18662,WMC0038638_GSM3496380_AB3096_T,
18663,WMC0038811_GSM3496380_AB3096_T,
18664,WMC0036519_GSM3496374_AB3090_T,
18665,WMC221535_GSM3496404_AB3944_Tu,
18666,W838290_GSM3496347_AB2902_Tumo,
18667,WMC379913_GSM3496452_AB4364_PB,
18668,WMC287064_GSM3496415_AB4123_Tu,
18669,WMC0109934_GSM3496388_AB3281_T,
18670,W693683_GSM3496331_AB2517_Tumo,
18671,WMC0038739_GSM3496380_AB3096_T,
18672,WMC251211_GSM3496409_AB4029_Tu,
18673,WMC220481_GSM3496401_AB3941_Tu,
18674,W703424_GSM3496337_AB2542_Tumo,
18675,WMC290721_GSM3496424_AB4132_Tu,
18676,W695344_GSM3496335_AB2521_Tumo,
18677,WMC252152_GSM3496412_AB4032_Tu,
18678,WMC287858_GSM3496417_AB4125_Tu,
18679,W695362_GSM3496335_AB2521_Tumo,
18680,W702933_GSM3496336_AB2541_Tumo,
18681,WMC0037954_GSM3496378_AB3094_T,
18682,W688693_GSM3496318_AB2504_Tumo,
18683,W541879_GSM3496290_AB2094_Tumo,
18684,W705839_GSM3496339_AB2549_Tumo,
18685,W687363_GSM3496314_AB2500_Tumo,
18686,WMC0036916_GSM3496375_AB3091_T,
18687,W839779_GSM3496350_AB2905_Tumo,
18688,W691288_GSM3496325_AB2511_Tumo,
18689,WMC810384_GSM3496488_AB5494_PB,
18690,WMC251849_GSM3496411_AB4031_Tu,
18691,WMC379950_GSM3496453_AB4365_PB,
18692,WMC0038500_GSM3496379_AB3095_T,
18693,WMC294058_GSM3496433_AB4141_Tu,
18694,WMC380259_GSM3496453_AB4365_PB,
18695,WMC0034976_GSM3496370_AB3086_T,
18696,W463023_GSM3496286_AB1890_Tumo,
18697,W690454_GSM3496323_AB2509_Tumo,
18698,W842281_GSM3496357_AB2912_Tumo,
18699,W695046_GSM3496334_AB2520_Tumo,
18700,WMC250894_GSM3496408_AB4028_Tu,
18701,W691660_GSM3496326_AB2512_Tumo,
18702,WMC292579_GSM3496429_AB4137_Tu,
18703,WMC330643_GSM3496443_AB4236_Tu,
18704,WMC292422_GSM3496429_AB4137_Tu,
18705,W689296_GSM3496319_AB2505_Tumo,
18706,W840228_GSM3496352_AB2907_Tumo,
18707,WMC626515_GSM3496464_AB5016_Tu,
18708,WMC0038301_GSM3496379_AB3095_T,
18709,WMC287606_GSM3496416_AB4124_Tu,
18710,WMC0036796_GSM3496375_AB3091_T,
18711,WMC291688_GSM3496427_AB4135_Tu,
18712,WMC623890_GSM3496457_AB5009_Tu,
18713,WMC251323_GSM3496410_AB4030_Tu,
18714,WMC138345_GSM3496395_AB3726_Tu,
18715,WMC293797_GSM3496432_AB4140_Tu,
18716,W843947_GSM3496361_AB2916_Tumo,
18717,WMC292811_GSM3496430_AB4138_Tu,
18718,WMC0110685_GSM3496390_AB3283_T,
18719,WMC294269_GSM3496433_AB4141_Tu,
18720,W692615_GSM3496328_AB2514_Tumo,
18721,W843622_GSM3496360_AB2915_Tumo,
18722,W695376_GSM3496335_AB2521_Tumo,
18723,WMC0035880_GSM3496373_AB3089_T,
18724,WMC0038183_GSM3496379_AB3095_T,
18725,WMC134961_GSM3496392_AB3718_Tu,
18726,WMC328840_GSM3496438_AB4231_Tu,
18727,WMC0110461_GSM3496390_AB3283_T,
18728,W686263_GSM3496312_AB2498_Tumo,
18729,W690414_GSM3496322_AB2508_Tumo,
18730,WMC250238_GSM3496407_AB4027_Tu,
18731,WMC218738_GSM3496397_AB3937_Tu,
18732,W694993_GSM3496334_AB2520_Tumo,
18733,W693193_GSM3496330_AB2516_Tumo,
18734,W543271_GSM3496293_AB2097_Tumo,
18735,W543442_GSM3496294_AB2098_Tumo,
18736,W690349_GSM3496322_AB2508_Tumo,
18737,W694168_GSM3496332_AB2518_Tumo,
18738,W687246_GSM3496314_AB2500_Tumo,
18739,WMC0108815_GSM3496386_AB3279_T,
18740,W688486_GSM3496317_AB2503_Tumo,
18741,W693719_GSM3496331_AB2517_Tumo,
18742,W693433_GSM3496330_AB2516_Tumo,
18743,WMC294447_GSM3496434_AB4142_Tu,
18744,WMC135079_GSM3496392_AB3718_Tu,
18745,WMC0038507_GSM3496379_AB3095_T,
18746,W688860_GSM3496318_AB2504_Tumo,
18747,WMC381082_GSM3496455_AB4367_PB,
18748,WMC289219_GSM3496420_AB4128_Tu,
18749,WMC784014_GSM3496480_AB5426_PB,
18750,W842485_GSM3496357_AB2912_Tumo,
18751,W685736_GSM3496310_AB2496_Tumo,
18752,W872436_GSM3496367_AB2990_Tumo,
18753,WMC288131_GSM3496417_AB4125_Tu,
18754,W693966_GSM3496332_AB2518_Tumo,
18755,WMC252411_GSM3496412_AB4032_Tu,
18756,WMC0107169_GSM3496381_AB3274_T,
18757,WMC624183_GSM3496458_AB5010_Tu,
18758,WMC809456_GSM3496486_AB5492_PB,
18759,WMC220201_GSM3496401_AB3941_Tu,
18760,W546830_GSM3496302_AB2106_Tumo,
18761,W543591_GSM3496294_AB2098_Tumo,
18762,W842199_GSM3496357_AB2912_Tumo,
18763,WMC808561_GSM3496484_AB5490_PB,
18764,W687163_GSM3496314_AB2500_Tumo,
18765,W462272_GSM3496285_AB1889_Tumo,
18766,WMC220299_GSM3496401_AB3941_Tu,
18767,WMC220263_GSM3496401_AB3941_Tu,
18768,W839894_GSM3496351_AB2906_Tumo,
18769,WMC380081_GSM3496453_AB4365_PB,
18770,W694768_GSM3496334_AB2520_Tumo,
18771,W686190_GSM3496311_AB2497_Tumo,
18772,WMC0037469_GSM3496377_AB3093_T,
18773,WMC289649_GSM3496421_AB4129_Tu,
18774,WMC0037908_GSM3496378_AB3094_T,
18775,WMC0036825_GSM3496375_AB3091_T,
18776,W687335_GSM3496314_AB2500_Tumo,
18777,WMC0038641_GSM3496380_AB3096_T,
18778,WMC626683_GSM3496464_AB5016_Tu,
18779,W546630_GSM3496302_AB2106_Tumo,
18780,W703289_GSM3496337_AB2542_Tumo,
18781,WMC218665_GSM3496397_AB3937_Tu,
18782,W714199_GSM3496341_AB2570_Tumo,
18783,W695118_GSM3496335_AB2521_Tumo,
18784,WMC287404_GSM3496416_AB4124_Tu,
18785,W692051_GSM3496327_AB2513_Tumo,
18786,W691116_GSM3496324_AB2510_Tumo,
18787,W840697_GSM3496353_AB2908_Tumo,
18788,W703026_GSM3496336_AB2541_Tumo,
18789,W843076_GSM3496359_AB2914_Tumo,
18790,WMC0031755_GSM3496368_AB3078_T,
18791,WMC623710_GSM3496456_AB5008_Tu,
18792,WMC626644_GSM3496464_AB5016_Tu,
18793,WMC293933_GSM3496433_AB4141_Tu,
18794,WMC0035800_GSM3496372_AB3088_T,
18795,W545043_GSM3496298_AB2102_Tumo,
18796,W844949_GSM3496364_AB2919_Tumo,
18797,W844321_GSM3496362_AB2917_Tumo,
18798,W844404_GSM3496362_AB2917_Tumo,
18799,W542645_GSM3496292_AB2096_Tumo,
18800,W693217_GSM3496330_AB2516_Tumo,
18801,WMC0108556_GSM3496385_AB3278_T,
18802,W543137_GSM3496293_AB2097_Tumo,
18803,W705898_GSM3496339_AB2549_Tumo,
18804,WMC251581_GSM3496410_AB4030_Tu,
18805,W688805_GSM3496318_AB2504_Tumo,
18806,W688171_GSM3496317_AB2503_Tumo,
18807,WMC626666_GSM3496464_AB5016_Tu,
18808,WMC0107602_GSM3496382_AB3275_T,
18809,WMC135072_GSM3496392_AB3718_Tu,
18810,W703535_GSM3496338_AB2543_Tumo,
18811,W691667_GSM3496326_AB2512_Tumo,
18812,WMC138220_GSM3496395_AB3726_Tu,
18813,WMC695331_GSM3496473_AB5195_Tu,
18814,WMC379834_GSM3496452_AB4364_PB,
18815,WMC220943_GSM3496402_AB3942_Tu,
18816,W690522_GSM3496323_AB2509_Tumo,
18817,W463078_GSM3496286_AB1890_Tumo,
18818,WMC0036009_GSM3496373_AB3089_T,
18819,WMC810068_GSM3496488_AB5494_PB,
18820,WMC219316_GSM3496398_AB3938_Tu,
18821,W840941_GSM3496353_AB2908_Tumo,
18822,W684718_GSM3496308_AB2494_Tumo,
18823,WMC378369_GSM3496448_AB4360_PB,
18824,W842710_GSM3496358_AB2913_Tumo,
18825,W544355_GSM3496296_AB2100_Tumo,
18826,W692416_GSM3496328_AB2514_Tumo,
18827,W543983_GSM3496295_AB2099_Tumo,
18828,W543511_GSM3496294_AB2098_Tumo,
18829,WMC251567_GSM3496410_AB4030_Tu,
18830,W688118_GSM3496316_AB2502_Tumo,
18831,WMC252191_GSM3496412_AB4032_Tu,
18832,W692604_GSM3496328_AB2514_Tumo,
18833,WMC330822_GSM3496444_AB4237_Tu,
18834,WMC293565_GSM3496432_AB4140_Tu,
18835,WMC295034_GSM3496435_AB4143_Tu,
18836,WMC0107683_GSM3496383_AB3276_T,
18837,WMC220808_GSM3496402_AB3942_Tu,
18838,W545941_GSM3496300_AB2104_Tumo,
18839,W687222_GSM3496314_AB2500_Tumo,
18840,WMC293820_GSM3496432_AB4140_Tu,
18841,WMC0108788_GSM3496386_AB3279_T,
18842,WMC135367_GSM3496393_AB3719_Tu,
18843,W687848_GSM3496316_AB2502_Tumo,
18844,W687056_GSM3496314_AB2500_Tumo,
18845,WMC294044_GSM3496433_AB4141_Tu,
18846,W844315_GSM3496362_AB2917_Tumo,
18847,W687111_GSM3496314_AB2500_Tumo,
18848,WMC626553_GSM3496464_AB5016_Tu,
18849,WMC0032099_GSM3496369_AB3079_T,
18850,WMC0031844_GSM3496368_AB3078_T,
18851,W703671_GSM3496338_AB2543_Tumo,
18852,WMC0108644_GSM3496385_AB3278_T,
18853,WMC0036680_GSM3496375_AB3091_T,
18854,WMC292025_GSM3496428_AB4136_Tu,
18855,WMC294887_GSM3496435_AB4143_Tu,
18856,WMC291434_GSM3496426_AB4134_Tu,
18857,WMC291646_GSM3496427_AB4135_Tu,
18858,W705830_GSM3496339_AB2549_Tumo,
18859,WMC0031764_GSM3496368_AB3078_T,
18860,W843199_GSM3496359_AB2914_Tumo,
18861,WMC696870_GSM3496477_AB5199_Tu,
18862,W543587_GSM3496294_AB2098_Tumo,
18863,W542223_GSM3496290_AB2094_Tumo,
18864,W542762_GSM3496292_AB2096_Tumo,
18865,WMC0036469_GSM3496374_AB3090_T,
18866,W687343_GSM3496314_AB2500_Tumo,
18867,WMC623938_GSM3496457_AB5009_Tu,
18868,WMC693791_GSM3496469_AB5191_Tu,
18869,W693981_GSM3496332_AB2518_Tumo,
18870,WMC0031788_GSM3496368_AB3078_T,
18871,WMC626339_GSM3496463_AB5015_Tu,
18872,W695163_GSM3496335_AB2521_Tumo,
18873,WMC808901_GSM3496485_AB5491_PB,
18874,WMC287560_GSM3496416_AB4124_Tu,
18875,WMC291360_GSM3496426_AB4134_Tu,
18876,WMC809302_GSM3496486_AB5492_PB,
18877,W690715_GSM3496323_AB2509_Tumo,
18878,WMC0107388_GSM3496382_AB3275_T,
18879,WMC287904_GSM3496417_AB4125_Tu,
18880,WMC0036760_GSM3496375_AB3091_T,
18881,W840121_GSM3496351_AB2906_Tumo,
18882,W543835_GSM3496295_AB2099_Tumo,
18883,WMC219367_GSM3496398_AB3938_Tu,
18884,WMC291017_GSM3496425_AB4133_Tu,
18885,WMC221769_GSM3496405_AB3945_Tu,
18886,WMC378874_GSM3496450_AB4362_PB,
18887,W842177_GSM3496357_AB2912_Tumo,
18888,W542369_GSM3496291_AB2095_Tumo,
18889,W844141_GSM3496362_AB2917_Tumo,
18890,WMC810265_GSM3496488_AB5494_PB,
18891,W839286_GSM3496349_AB2904_Tumo,
18892,WMC0038758_GSM3496380_AB3096_T,
18893,WMC294330_GSM3496434_AB4142_Tu,
18894,WMC380752_GSM3496455_AB4367_PB,
18895,WMC627611_GSM3496466_AB5018_Tu,
18896,W691751_GSM3496326_AB2512_Tumo,
18897,W685025_GSM3496308_AB2494_Tumo,
18898,WMC251277_GSM3496409_AB4029_Tu,
18899,WMC292882_GSM3496430_AB4138_Tu,
18900,WMC293111_GSM3496430_AB4138_Tu,
18901,WMC287789_GSM3496417_AB4125_Tu,
18902,WMC287447_GSM3496416_AB4124_Tu,
18903,WMC809551_GSM3496486_AB5492_PB,
18904,W687229_GSM3496314_AB2500_Tumo,
18905,W543239_GSM3496293_AB2097_Tumo,
18906,WMC218675_GSM3496397_AB3937_Tu,
18907,WMC696028_GSM3496475_AB5197_Tu,
18908,W694916_GSM3496334_AB2520_Tumo,
18909,WMC378632_GSM3496449_AB4361_PB,
18910,W688760_GSM3496318_AB2504_Tumo,
18911,W687904_GSM3496316_AB2502_Tumo,
18912,WMC808821_GSM3496484_AB5490_PB,
18913,WMC293701_GSM3496432_AB4140_Tu,
18914,WMC810273_GSM3496488_AB5494_PB,
18915,W840166_GSM3496351_AB2906_Tumo,
18916,W713958_GSM3496341_AB2570_Tumo,
18917,WMC294749_GSM3496435_AB4143_Tu,
18918,WMC0035013_GSM3496370_AB3086_T,
18919,W687215_GSM3496314_AB2500_Tumo,
18920,W543881_GSM3496295_AB2099_Tumo,
18921,W690070_GSM3496322_AB2508_Tumo,
18922,WMC0032251_GSM3496369_AB3079_T,
18923,WMC0035132_GSM3496371_AB3087_T,
18924,WMC0035551_GSM3496372_AB3088_T,
18925,WMC218825_GSM3496397_AB3937_Tu,
18926,W841683_GSM3496355_AB2910_Tumo,
18927,WMC377695_GSM3496447_AB4359_PB,
18928,WMC380646_GSM3496454_AB4366_PB,
18929,W542297_GSM3496291_AB2095_Tumo,
18930,W685345_GSM3496309_AB2495_Tumo,
18931,W714246_GSM3496341_AB2570_Tumo,
18932,W703376_GSM3496337_AB2542_Tumo,
18933,W545775_GSM3496300_AB2104_Tumo,
18934,W693910_GSM3496332_AB2518_Tumo,
18935,WMC0110347_GSM3496390_AB3283_T,
18936,W703108_GSM3496336_AB2541_Tumo,
18937,WMC0032178_GSM3496369_AB3079_T,
18938,WMC289795_GSM3496422_AB4130_Tu,
18939,WMC626771_GSM3496464_AB5016_Tu,
18940,W687119_GSM3496314_AB2500_Tumo,
18941,WMC251368_GSM3496410_AB4030_Tu,
18942,W705896_GSM3496339_AB2549_Tumo,
18943,W462177_GSM3496285_AB1889_Tumo,
18944,WMC289634_GSM3496421_AB4129_Tu,
18945,W545805_GSM3496300_AB2104_Tumo,
18946,WMC294187_GSM3496433_AB4141_Tu,
18947,WMC220491_GSM3496401_AB3941_Tu,
18948,WMC330678_GSM3496443_AB4236_Tu,
18949,W843858_GSM3496361_AB2916_Tumo,
18950,W544823_GSM3496297_AB2101_Tumo,
18951,WMC0110603_GSM3496390_AB3283_T,
18952,WMC379348_GSM3496451_AB4363_PB,
18953,WMC0038666_GSM3496380_AB3096_T,
18954,W685603_GSM3496310_AB2496_Tumo,
18955,W844235_GSM3496362_AB2917_Tumo,
18956,WMC287740_GSM3496416_AB4124_Tu,
18957,W543741_GSM3496294_AB2098_Tumo,
18958,W691437_GSM3496325_AB2511_Tumo,
18959,W693365_GSM3496330_AB2516_Tumo,
18960,W836827_GSM3496343_AB2898_Tumo,
18961,WMC287887_GSM3496417_AB4125_Tu,
18962,W688739_GSM3496318_AB2504_Tumo,
18963,W840459_GSM3496352_AB2907_Tumo,
18964,WMC0037611_GSM3496377_AB3093_T,
18965,WMC379033_GSM3496450_AB4362_PB,
18966,WMC0034740_GSM3496370_AB3086_T,
18967,W542283_GSM3496291_AB2095_Tumo,
18968,W688938_GSM3496319_AB2505_Tumo,
18969,W543931_GSM3496295_AB2099_Tumo,
18970,W686667_GSM3496313_AB2499_Tumo,
18971,W692075_GSM3496327_AB2513_Tumo,
18972,W541895_GSM3496290_AB2094_Tumo,
18973,W691392_GSM3496325_AB2511_Tumo,
18974,W842679_GSM3496358_AB2913_Tumo,
18975,WMC288993_GSM3496420_AB4128_Tu,
18976,W685288_GSM3496309_AB2495_Tumo,
18977,W694161_GSM3496332_AB2518_Tumo,
18978,WMC381033_GSM3496455_AB4367_PB,
18979,WMC0032230_GSM3496369_AB3079_T,
18980,WMC328088_GSM3496436_AB4229_Tu,
18981,WMC380726_GSM3496455_AB4367_PB,
18982,WMC0035893_GSM3496373_AB3089_T,
18983,WMC627752_GSM3496467_AB5019_Tu,
18984,W841472_GSM3496355_AB2910_Tumo,
18985,WMC0036144_GSM3496373_AB3089_T,
18986,W688791_GSM3496318_AB2504_Tumo,
18987,W542665_GSM3496292_AB2096_Tumo,
18988,W684884_GSM3496308_AB2494_Tumo,
18989,W872186_GSM3496367_AB2990_Tumo,
18990,W688890_GSM3496318_AB2504_Tumo,
18991,WMC250870_GSM3496408_AB4028_Tu,
18992,WMC294961_GSM3496435_AB4143_Tu,
18993,WMC379860_GSM3496452_AB4364_PB,
18994,W692624_GSM3496328_AB2514_Tumo,
18995,W685619_GSM3496310_AB2496_Tumo,
18996,WMC809300_GSM3496486_AB5492_PB,
18997,W851453_GSM3496365_AB2936_Tumo,
18998,W545080_GSM3496298_AB2102_Tumo,
18999,W691933_GSM3496326_AB2512_Tumo,
19000,W703655_GSM3496338_AB2543_Tumo,
19001,WMC0035034_GSM3496370_AB3086_T,
19002,W687315_GSM3496314_AB2500_Tumo,
19003,W690080_GSM3496322_AB2508_Tumo,
19004,WMC0031809_GSM3496368_AB3078_T,
19005,WMC0037404_GSM3496377_AB3093_T,
19006,WMC627675_GSM3496467_AB5019_Tu,
19007,WMC785397_GSM3496483_AB5429_PB,
19008,WMC0038437_GSM3496379_AB3095_T,
19009,W842631_GSM3496358_AB2913_Tumo,
19010,WMC624615_GSM3496459_AB5011_Tu,
19011,W692880_GSM3496329_AB2515_Tumo,
19012,WMC627705_GSM3496467_AB5019_Tu,
19013,W839948_GSM3496351_AB2906_Tumo,
19014,W843589_GSM3496360_AB2915_Tumo,
19015,WMC0031620_GSM3496368_AB3078_T,
19016,WMC328091_GSM3496436_AB4229_Tu,
19017,W691225_GSM3496325_AB2511_Tumo,
19018,W695093_GSM3496335_AB2521_Tumo,
19019,WMC379273_GSM3496451_AB4363_PB,
19020,WMC378437_GSM3496449_AB4361_PB,
19021,W543898_GSM3496295_AB2099_Tumo,
19022,WMC294089_GSM3496433_AB4141_Tu,
19023,W843677_GSM3496361_AB2916_Tumo,
19024,WMC623941_GSM3496457_AB5009_Tu,
19025,W840367_GSM3496352_AB2907_Tumo,
19026,W842869_GSM3496358_AB2913_Tumo,
19027,WMC0037307_GSM3496376_AB3092_T,
19028,W695272_GSM3496335_AB2521_Tumo,
19029,W687923_GSM3496316_AB2502_Tumo,
19030,W685008_GSM3496308_AB2494_Tumo,
19031,W714017_GSM3496341_AB2570_Tumo,
19032,W687531_GSM3496315_AB2501_Tumo,
19033,WMC0038755_GSM3496380_AB3096_T,
19034,WMC0031657_GSM3496368_AB3078_T,
19035,WMC0037557_GSM3496377_AB3093_T,
19036,WMC785264_GSM3496483_AB5429_PB,
19037,WMC0036434_GSM3496374_AB3090_T,
19038,WMC290712_GSM3496424_AB4132_Tu,
19039,W694364_GSM3496333_AB2519_Tumo,
19040,WMC0037750_GSM3496378_AB3094_T,
19041,WMC379846_GSM3496452_AB4364_PB,
19042,W691075_GSM3496324_AB2510_Tumo,
19043,W706095_GSM3496339_AB2549_Tumo,
19044,W872449_GSM3496367_AB2990_Tumo,
19045,WMC0106876_GSM3496381_AB3274_T,
19046,WMC330914_GSM3496444_AB4237_Tu,
19047,WMC0034817_GSM3496370_AB3086_T,
19048,WMC135051_GSM3496392_AB3718_Tu,
19049,W692213_GSM3496327_AB2513_Tumo,
19050,WMC380222_GSM3496453_AB4365_PB,
19051,W845193_GSM3496364_AB2919_Tumo,
19052,W839818_GSM3496350_AB2905_Tumo,
19053,W693147_GSM3496330_AB2516_Tumo,
19054,W851555_GSM3496365_AB2936_Tumo,
19055,W841685_GSM3496355_AB2910_Tumo,
19056,W543402_GSM3496294_AB2098_Tumo,
19057,WMC290285_GSM3496423_AB4131_Tu,
19058,W843712_GSM3496361_AB2916_Tumo,
19059,W691177_GSM3496324_AB2510_Tumo,
19060,WMC291109_GSM3496425_AB4133_Tu,
19061,W541806_GSM3496289_AB2093_Tumo,
19062,W851694_GSM3496365_AB2936_Tumo,
